Aim Constraints
2,0.00203827
2,0.002103909
2,0.001995388
2,0.00197247
2,0.002019659
2,0.002034165
2,0.002139417
2,0.002049338
2,0.002193031
2,0.002026748
2,0.002002774
2,0.002089948
3,0.00198349
3,0.002191802
3,0.002006724
3,0.002008066
3,0.00205669
3,0.00196684
3,0.002187413
3,0.001979727
3,0.002124505
4,0.00202872
4,0.001921212
4,0.002132103
4,0.001954515
4,0.002261203
4,0.00198094
5,0.002044034
5,0.002063061
5,0.001956003
5,0.002229656
5,0.001944561
6,0.002176968
6,0.002011973
6,0.001954906
6,0.002123319
6,0.001984986
7,0.002240868
7,0.002033125
7,0.002064602
7,0.00204475
8,0.002021773
8,0.002130312
8,0.002054281
9,0.002180937
9,0.002047636
9,0.002012403
10,0.002055708
10,0.002065655
10,0.00216764
11,0.002042939
11,0.002077937
11,0.002042677
12,0.002000804
12,0.002092013
13,0.002043182
13,0.002161355
14,0.002072076
14,0.002019557
15,0.002082251
15,0.002028816
16,0.002196012
16,0.002070875
17,0.002169578
18,0.002107123
18,0.002079377
19,0.002167388
20,0.002148514
20,0.002254523
21,0.002086436
22,0.002080894
23,0.002105153
23,0.002079071
24,0.002212648
25,0.00211544
26,0.002150967
27,0.002111119
28,0.002061535
29,0.002198251
30,0.002102041
31,0.002279722
32,0.002112133
33,0.002137492
34,0.002123663
35,0.002100597
37,0.002278616
38,0.002166938
39,0.002187604
41,0.002118143
42,0.002085596
44,0.002174484
45,0.002166227
47,0.002281004
49,0.002142522
50,0.002139333
52,0.002163745
54,0.002116398
56,0.002271686
58,0.002217437
60,0.002246484
62,0.002182491
64,0.002133064
66,0.002249497
69,0.002162702
71,0.002348618
74,0.002217849
76,0.002222291
79,0.002178674
82,0.002180935
85,0.002338171
87,0.002233796
91,0.002351823
94,0.00222502
97,0.002184334
100,0.002299459
104,0.002249127
108,0.002440051
111,0.002241722
115,0.002285966
119,0.002301263
124,0.002200219
128,0.002474202
132,0.00223555
137,0.002457517
142,0.002303952
147,0.002270904
152,0.002368772
157,0.002289796
163,0.002552949
169,0.00230565
175,0.002423837
181,0.002442871
187,0.002339604
194,0.002607164
200,0.002386227
207,0.002596073
215,0.002456518
222,0.002425073
230,0.002550936
238,0.002472274
246,0.002758212
255,0.002536102
264,0.00259269
273,0.002619525
283,0.002525422
293,0.002754049
303,0.002634413
314,0.002795858
325,0.002685386
336,0.002676151
348,0.00294085
360,0.002874683
373,0.003111711
386,0.002932299
399,0.003051236
413,0.003069606
428,0.003010093
443,0.003188314
458,0.00315997
474,0.003341334
491,0.003250429
508,0.003265273
526,0.003290231
544,0.003309296
563,0.003611147
583,0.003416238
604,0.003592196
625,0.003559421
647,0.003494133
669,0.003713157
693,0.004347363
717,0.004807136
742,0.004559667
768,0.004719168
795,0.004796074
823,0.004827748
852,0.005064293
882,0.005042224
912,0.005427253
944,0.005304211
977,0.005397339
1012,0.005526426
1047,0.005531457
1084,0.00595361
1122,0.005955042
1161,0.00617819
1202,0.006167814
1244,0.006256128
1287,0.006584744
1332,0.006618836
1379,0.01006513
1427,0.009796312
1477,0.01037565
1529,0.01046226
1582,0.0106181
1638,0.01127942
1695,0.01137286
1754,0.01221769
1816,0.01206508
1879,0.01265728
