Position Constraints
2,0.00216904
2,0.002038557
2,0.002027312
2,0.002085054
2,0.002028313
2,0.002185326
2,0.002048966
2,0.002117891
2,0.002063269
2,0.002027371
2,0.002160523
2,0.002059636
3,0.002201748
3,0.002042037
3,0.001998708
3,0.002064126
3,0.002008984
3,0.002204647
3,0.002024548
3,0.002170248
3,0.002047745
4,0.001989351
4,0.002193976
4,0.002027792
4,0.002252446
4,0.002054048
4,0.002063794
5,0.00207584
5,0.00201154
5,0.002228917
5,0.002035237
5,0.00214572
6,0.002073169
6,0.002021771
6,0.00214733
6,0.002036334
6,0.002267084
7,0.002068968
7,0.002121529
7,0.002089217
7,0.002059905
8,0.002186052
8,0.002099542
8,0.00217318
9,0.002071732
9,0.002036658
9,0.002107288
10,0.002097647
10,0.002290101
10,0.002111673
11,0.002096218
11,0.002092706
11,0.002036459
12,0.002223169
12,0.002079065
13,0.002195723
13,0.002126092
14,0.002042266
14,0.002160188
15,0.002104712
15,0.002302397
16,0.002103767
16,0.002098834
17,0.00210292
18,0.002072052
18,0.002234658
19,0.002106602
20,0.002223745
20,0.00215003
21,0.002040589
22,0.002187162
23,0.002086809
23,0.002282662
24,0.0021079
25,0.002125068
26,0.002119382
27,0.002054991
28,0.002226586
29,0.002124517
30,0.002215495
31,0.002102653
32,0.002054478
33,0.002148445
34,0.002083776
35,0.002319714
37,0.00209374
38,0.002156117
39,0.00213198
41,0.002065416
42,0.002201188
44,0.002114275
45,0.002294228
47,0.002131496
49,0.002096741
50,0.002174312
52,0.002104381
54,0.002279941
56,0.002132264
58,0.002224431
60,0.002141171
62,0.002242093
64,0.002308806
66,0.002128631
69,0.002328309
71,0.002174926
74,0.002222733
76,0.002215968
79,0.002165149
82,0.002323084
85,0.002217961
87,0.002285812
91,0.002213439
94,0.002157509
97,0.002260426
100,0.002226361
104,0.002403012
108,0.002268493
111,0.002266017
115,0.00224671
119,0.002227903
124,0.002378765
128,0.002310927
132,0.002447474
137,0.002307405
142,0.00228671
147,0.002342409
152,0.002295276
157,0.00246722
163,0.002346169
169,0.0023903
175,0.002407347
181,0.002377868
187,0.00251733
194,0.002415337
200,0.002652381
207,0.002458997
215,0.00244737
222,0.002541953
230,0.002426525
238,0.002754841
246,0.002488676
255,0.002690377
264,0.002564312
273,0.002506595
283,0.002680524
293,0.002570342
303,0.002872619
314,0.002603557
325,0.002664071
336,0.002717349
348,0.002826559
360,0.00311252
373,0.002889305
386,0.003111902
399,0.003024081
413,0.002994003
428,0.003148271
443,0.003054588
458,0.003385739
474,0.003162687
491,0.003261513
508,0.003267828
526,0.003229944
544,0.003462099
563,0.003346912
583,0.003629533
604,0.003466482
625,0.003566656
647,0.00361848
669,0.003606093
693,0.004615717
717,0.004507062
742,0.004709423
768,0.004677723
795,0.004647188
823,0.004928621
852,0.004906887
882,0.00530179
912,0.005186988
944,0.005365902
977,0.005388012
1012,0.005427087
1047,0.005751206
1084,0.00569181
1122,0.006396775
1161,0.00621505
1202,0.006360999
1244,0.006342862
1287,0.006418952
1332,0.006823769
1379,0.009588527
1427,0.01031771
1477,0.0101659
1529,0.01045817
1582,0.01079527
1638,0.01105143
1695,0.01175884
1754,0.01182813
1816,0.01247711
1879,0.01251664
